"fhudcode","fhudname","phic_name","regname","provcode","provname","citycode","cityname","facility_type_code","pan"
"DOH000000000008726","BALUAN BARANGAY HEALTH STATION","BALUAN RURAL HEALTH UNIT","Region 12","1263","SOUTH COTABATO","126303","GENERAL SANTOS CITY (DADIANGAS)","BHS","P12025551"
"DOH000000000008735","SALCEDO MAIN HEALTH CENTER",,"Region 8","0826","EASTERN SAMAR","082619","SALCEDO","BHS",
"DOH000000000008740","BISIG HEALTH CENTER","BISIG HEALTH CENTER/ CITY GOVERNMENT OF VALENZUELA","NCR","1375","NCR   THIRD DISTRICT","137504","CITY OF VALENZUELA","RHU","P91026186"
"DOH000000000008747","BUABUA BARANGAY HEALTH STATION",,"Region 8","0826","EASTERN SAMAR","082619","SALCEDO","BHS",
"DOH000000000008754","CAMANGA BARANGAY HEALTH STATION",,"Region 8","0826","EASTERN SAMAR","082619","SALCEDO","BHS",
"DOH000000000008773","SAN CARLOS CITY RURAL HEALTH UNIT I",,"Region 1","0155","PANGASINAN","015532","SAN CARLOS CITY","RHU","P01028349"
"DOH000000000008776","CABARITAN EAST BARANGAY HEALTH STATION",,"Region 2","0215","CAGAYAN","021507","BALLESTEROS","BHS",
"DOH000000000008782","BLOCK 38 (WELFAREVILLE) HEALTH CENTER","CITY GOVERNMENT OF MANDALUYONG - BLOCK 38 HEALTH CENTER","NCR","1374","NCR   SECOND DISTRICT","137401","CITY OF MANDALUYONG","RHU","P91027274"
"DOH000000000008793","CALUMPANG RURAL HEALTH UNIT","CALUMPANG RURAL HEALTH UNIT","Region 12","1263","SOUTH COTABATO","126303","GENERAL SANTOS CITY (DADIANGAS)","RHU","P12025549"
"DOH000000000008795","SAN CARLOS CITY RURAL HEALTH UNIT II",,"Region 1","0155","PANGASINAN","015532","SAN CARLOS CITY","RHU","P01028077"
"DOH000000000008796","SAN ISIDRO BARANGAY HEALTH STATION",,"Region 8","0826","EASTERN SAMAR","082622","SULAT","BHS",
"DOH000000000008800","SAN VICENTE BARANGAY HEALTH STATION",,"Region 8","0826","EASTERN SAMAR","082622","SULAT","BHS",
"DOH000000000008810","MANTANG BARANGAY HEALTH STATION",,"Region 8","0826","EASTERN SAMAR","082623","TAFT","BHS",
"DOH000000000008815","CONEL BARANGAY HEALTH STATION","CONEL RURAL HEALTH UNIT","Region 12","1263","SOUTH COTABATO","126303","GENERAL SANTOS CITY (DADIANGAS)","BHS","P12025548"
"DOH000000000008861","SAN CARLOS CITY RURAL HEALTH UNIT III",,"Region 1","0155","PANGASINAN","015532","SAN CARLOS CITY","RHU","P01028021"
"DOH000000000008867","CABUYUAN BARANGAY HEALTH STATION",,"Region 11","1182","COMPOSTELA VALLEY","118203","MABINI (DOÃ‚ÂA ALICIA)","BHS",
"DOH000000000008912","CABATUHAN HEALTH CENTER",,"NCR","1375","NCR   THIRD DISTRICT","137504","CITY OF VALENZUELA","RHU",
"DOH000000000008939","GUISING BARANGAY HEALTH STATION",,"Region 2","0215","CAGAYAN","021513","GATTARAN","BHS",
"DOH000000000008940","SAN ROQUE BARANGAY HEALTH STATION",,"Region 9","0972","ZAMBOANGA DEL NORTE","097212","RIZAL","BHS",
"DOH000000000008941","AGUIGUICAN BARANGAY HEALTH STATION",,"Region 2","0215","CAGAYAN","021513","GATTARAN","BHS",
"DOH000000000008962","CAPISSAYAN NORTE BARANGAY HEALTH STATION",,"Region 2","0215","CAGAYAN","021513","GATTARAN","BHS",
"DOH000000000008972","SAN CARLOS BARANGAY HEALTH STATION",,"Region 2","0215","CAGAYAN","021513","GATTARAN","BHS",
"DOH000000000008976","TANGLAGAN BARANGAY HEALTH STATION",,"Region 2","0215","CAGAYAN","021513","GATTARAN","BHS",
"DOH000000000009112","PIAT RURAL HEALTH UNIT",,"Region 2","0215","CAGAYAN","021520","PIAT","RHU","P02024233"
"DOH000000000009129","SAGKAHAN HEALTH CENTER","SAGKAHAN DISTRICT HEALTH CENTER","Region 8","0837","LEYTE","083747","TACLOBAN CITY (Capital)","RHU","P08025067"
"DOH000000000009130","BUNGSUAN BARANGAY HEALTH STATION",,"Region 6","0619","CAPIZ","061904","DUMARAO","BHS",
"DOH000000000009144","SAN JOSE HEALTH CENTER","SAN JOSE DISTRICT HEALTH CENTER","Region 8","0837","LEYTE","083747","TACLOBAN CITY (Capital)","RHU","P08027304"
"DOH000000000009154","ANIBONG HEALTH CENTER",,"Region 8","0837","LEYTE","083747","TACLOBAN CITY (Capital)","BHS",
"DOH000000000009160","DIIT HEALTH CENTER","DIIT DISTRICT HEALTH CENTER","Region 8","0837","LEYTE","083747","TACLOBAN CITY (Capital)","RHU","P08025069"
"DOH000000000009167","SUHI HEALTH CENTER","SUHI DISTRICT HEALTH CENTER","Region 8","0837","LEYTE","083747","TACLOBAN CITY (Capital)","RHU","P08027733"
"DOH000000000009207","CURVA BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083738","ORMOC CITY","BHS",
"DOH000000000009213","MAS-IN BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083738","ORMOC CITY","BHS",
"DOH000000000009414","LUKAY BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083702","ALANGALANG","BHS",
"DOH000000000009416","LINGAYON BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083702","ALANGALANG","BHS",
"DOH000000000009452","TIBAK BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083744","SANTA FE","BHS",
"DOH000000000009469","GUINDAPUNAN BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083739","PALO","BHS",
"DOH000000000009478","LOWER MINGADING BARANGAY HEALTH STATION",,"Region 12","1247","COTABATO","124717","ALEOSAN","BHS",
"DOH000000000009486","PAWING BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083739","PALO","BHS",
"DOH000000000009487","NEW LEON BARANGAY HEALTH STATION",,"Region 12","1247","COTABATO","124717","ALEOSAN","BHS",
"DOH000000000009496","SAN MATEO BARANGAY HEALTH STATION",,"Region 12","1247","COTABATO","124717","ALEOSAN","BHS",
"DOH000000000009510","SAN JOAQUIN BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083739","PALO","BHS",
"DOH000000000009584","SANTA TERESA BARANGAY HEALTH STATION",,"Region 6","0679","GUIMARAS","067902","JORDAN (Capital)","BHS",
"DOH000000000009590","BALCON MARAVILLA BARANGAY HEALTH STATION",,"Region 6","0679","GUIMARAS","067902","JORDAN (Capital)","BHS",
"DOH000000000009597","BABAG BARANGAY HEALTH STATION",,"Region 11","1182","COMPOSTELA VALLEY","118207","MONKAYO","BHS",
"DOH000000000009703","GURA BARANGAY HEALTH STATION",,"Region 5","0562","SORSOGON","056207","DONSOL","BHS",
"DOH000000000009753","RIZAL BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083705","BABATNGON","BHS",
"DOH000000000009757","MALIBAGO BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083705","BABATNGON","BHS",
"DOH000000000009760","PAGSULHUGON BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083705","BABATNGON","BHS",
"DOH000000000009762","GOV. E. JARO (BAGAHUPI) BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083705","BABATNGON","BHS",
"DOH000000000009764","TAGUITE BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083705","BABATNGON","BHS",
"DOH000000000009767","CALUBIAN BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083718","DULAG","BHS",
"DOH000000000009769","CABACUNGAN BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083718","DULAG","BHS",
"DOH000000000009770","COMBIS (POB.) BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083718","DULAG","BHS",
"DOH000000000009773","TABU BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083718","DULAG","BHS",
"DOH000000000009777","SAN JOSE BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083718","DULAG","BHS",
"DOH000000000009791","LIBERTAD BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083701","ABUYOG","BHS",
"DOH000000000009798","TABIGUE BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083701","ABUYOG","BHS",
"DOH000000000009811","BUNTAY (POB.) BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083701","ABUYOG","BHS",
"DOH000000000009822","TADOC BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083701","ABUYOG","BHS",
"DOH000000000009829","MAHAGNA (NEW CAGBOLO) BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083701","ABUYOG","BHS",
"DOH000000000009831","NEBGA BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083701","ABUYOG","BHS",
"DOH000000000009845","KIKILO BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083701","ABUYOG","BHS",
"DOH000000000009861","SAN ANTONIO BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083730","MACARTHUR","BHS",
"DOH000000000009880","UNION BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083735","MAYORGA","BHS",
"DOH000000000009889","BINULHO BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083724","JAVIER (BUGHO)","BHS",
"DOH000000000009892","MANLILISID BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083724","JAVIER (BUGHO)","BHS",
"DOH000000000009894","PICAS NORTE BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083724","JAVIER (BUGHO)","BHS",
"DOH000000000009908","DAGAMI MAIN HEALTH CENTER",,"Region 8","0837","LEYTE","083717","DAGAMI","BHS",
"DOH000000000009910","ABACA BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083717","DAGAMI","BHS",
"DOH000000000009912","CANLINGGA BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083717","DAGAMI","BHS",
"DOH000000000009946","CANSAMADA BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083717","DAGAMI","BHS",
"DOH000000000009948","GUINARONA BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083717","DAGAMI","BHS",
"DOH000000000009950","PATOC BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083717","DAGAMI","BHS",
"DOH000000000009971","PAGLAUM BARANGAY HEALTH STATION",,"Region 6","0645","NEGROS OCCIDENTAL","064503","BINALBAGAN","BHS",
"DOH000000000009981","BASAK BARANGAY HEALTH STATION",,"Region 11","1182","COMPOSTELA VALLEY","118209","NABUNTURAN (Capital)","BHS",
"DOH000000000009996","CABIDIANAN BARANGAY HEALTH STATION",,"Region 11","1182","COMPOSTELA VALLEY","118209","NABUNTURAN (Capital)","BHS",
"DOH000000000010029","MAGSAYSAY BARANGAY HEALTH STATION",,"Region 11","1182","COMPOSTELA VALLEY","118209","NABUNTURAN (Capital)","BHS",
"DOH000000000010049","MAINIT BARANGAY HEALTH STATION",,"Region 11","1182","COMPOSTELA VALLEY","118209","NABUNTURAN (Capital)","BHS",
"DOH000000000010070","NEW SIBONGA BARANGAY HEALTH STATION",,"Region 11","1182","COMPOSTELA VALLEY","118209","NABUNTURAN (Capital)","BHS",
"DOH000000000010079","PANGUTOSAN BARANGAY HEALTH STATION",,"Region 11","1182","COMPOSTELA VALLEY","118209","NABUNTURAN (Capital)","BHS",
"DOH000000000010111","CABULISAN BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083721","INOPACAN","BHS",
"DOH000000000010142","ABUANAN BARANGAY HEALTH STATION",,"Region 6","0645","NEGROS OCCIDENTAL","064502","BAGO CITY","BHS",
"DOH000000000010149","DISIMURAY BARANGAY HEALTH STATION",,"Region 2","0231","ISABELA","023108","CITY OF CAUAYAN","BHS",
"DOH000000000010156","MALIGAYA BARANGAY HEALTH STATION",,"Region 2","0231","ISABELA","023108","CITY OF CAUAYAN","BHS",
"DOH000000000010157","ATIPULUAN BARANGAY HEALTH STATION",,"Region 6","0645","NEGROS OCCIDENTAL","064502","BAGO CITY","BHS",
"DOH000000000010161","BACONG BARANGAY HEALTH STATION",,"Region 6","0645","NEGROS OCCIDENTAL","064502","BAGO CITY","BHS",
"DOH000000000010162","LINGLINGAY BARANGAY HEALTH STATION",,"Region 2","0231","ISABELA","023108","CITY OF CAUAYAN","BHS",
"DOH000000000010166","MANAOAG BARANGAY HEALTH STATION",,"Region 2","0231","ISABELA","023108","CITY OF CAUAYAN","BHS",
"DOH000000000010171","SAN LUIS BARANGAY HEALTH STATION",,"Region 2","0231","ISABELA","023108","CITY OF CAUAYAN","BHS",
"DOH000000000010193","BINUBUHAN BARANGAY HEALTH STATION",,"Region 6","0645","NEGROS OCCIDENTAL","064502","BAGO CITY","BHS",
"DOH000000000010204","BUSAY BARANGAY HEALTH STATION",,"Region 6","0645","NEGROS OCCIDENTAL","064502","BAGO CITY","BHS",
"DOH000000000010209","CALUMANGAN BARANGAY HEALTH STATION",,"Region 6","0645","NEGROS OCCIDENTAL","064502","BAGO CITY","BHS",
"DOH000000000010249","MA-AO BARANGAY HEALTH STATION",,"Region 6","0645","NEGROS OCCIDENTAL","064502","BAGO CITY","BHS",
"DOH000000000010252","MAILUM BARANGAY HEALTH STATION",,"Region 6","0645","NEGROS OCCIDENTAL","064502","BAGO CITY","BHS",
"DOH000000000010259","MALINGIN BARANGAY HEALTH STATION",,"Region 6","0645","NEGROS OCCIDENTAL","064502","BAGO CITY","BHS",
"DOH000000000010261","NAPOLES BARANGAY HEALTH STATION",,"Region 6","0645","NEGROS OCCIDENTAL","064502","BAGO CITY","BHS",
"DOH000000000010267","PACOL BARANGAY HEALTH STATION",,"Region 6","0645","NEGROS OCCIDENTAL","064502","BAGO CITY","BHS",
"DOH000000000010270","POBLACION BARANGAY HEALTH STATION",,"Region 6","0645","NEGROS OCCIDENTAL","064502","BAGO CITY","BHS",
"DOH000000000010273","SAGASA BARANGAY HEALTH STATION",,"Region 6","0645","NEGROS OCCIDENTAL","064502","BAGO CITY","BHS",
"DOH000000000010276","SAMPINIT BARANGAY HEALTH STATION",,"Region 6","0645","NEGROS OCCIDENTAL","064502","BAGO CITY","BHS",
"DOH000000000010278","TALOC BARANGAY HEALTH STATION",,"Region 6","0645","NEGROS OCCIDENTAL","064502","BAGO CITY","BHS",
"DOH000000000010326","MANDAWA BARANGAY HEALTH STATION",,"Region 7","0712","BOHOL","071248","BIEN UNIDO","BHS",
"DOH000000000010375","DITA BARANGAY HEALTH STATION",,"Region 4A","0410","BATANGAS","041009","CUENCA","BHS",
"DOH000000000010426","CAMANSI BARANGAY HEALTH STATION",,"Region 6","0645","NEGROS OCCIDENTAL","064515","CITY OF KABANKALAN","BHS",
"DOH000000000010548","TABUNAN POB. BARANGAY HEALTH STATION",,"Region 5","0562","SORSOGON","056212","MATNOG","BHS",
"DOH000000000010572","POBLACION BARANGAY HEALTH STATION",,"Region 5","0562","SORSOGON","056214","PRIETO DIAZ","BHS",
"DOH000000000010618","DISTRICT I (POB.) MAIN HEALTH CENTER",,"Region 8","0837","LEYTE","083723","JARO","BHS",
"DOH000000000010620","DISTRICT III (POB.) BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083723","JARO","BHS",
"DOH000000000010621","HIAGSAM BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083723","JARO","BHS",
"DOH000000000010622","CANHANDUGAN BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083723","JARO","BHS",
"DOH000000000010623","SANTA CRUZ BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083723","JARO","BHS",
"DOH000000000010624","DARO BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083723","JARO","BHS",
"DOH000000000010625","MACANIP BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083723","JARO","BHS",
"DOH000000000010626","UGUIAO BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083723","JARO","BHS",
"DOH000000000010638","JUBAY BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083713","CALUBIAN","BHS",
"DOH000000000010640","VILLALON BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083713","CALUBIAN","BHS",
"DOH000000000010643","TAGHARIGUE BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083713","CALUBIAN","BHS",
"DOH000000000010650","TAMPALON BARANGAY HEALTH STATION",,"Region 6","0645","NEGROS OCCIDENTAL","064515","CITY OF KABANKALAN","BHS",
"DOH000000000010653","TAN-AWAN BARANGAY HEALTH STATION",,"Region 6","0645","NEGROS OCCIDENTAL","064515","CITY OF KABANKALAN","BHS",
"DOH000000000010720","WESTERN BARANGAY (POB.) MAIN HEALTH CENTER I",,"Region 8","0837","LEYTE","083719","HILONGOS","BHS",
"DOH000000000010723","EASTERN BARANGAY (POB.) BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083719","HILONGOS","BHS",
"DOH000000000010728","MAGNANGOY BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083719","HILONGOS","BHS",
"DOH000000000010729","BAAS BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083719","HILONGOS","BHS",
"DOH000000000010734","TUGUIPA BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083719","HILONGOS","BHS",
"DOH000000000010736","SAN ROQUE BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083719","HILONGOS","BHS",
"DOH000000000010739","BALIW BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083719","HILONGOS","BHS",
"DOH000000000010746","SANTA MARGARITA BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083719","HILONGOS","BHS",
"DOH000000000010752","TAGNATE BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083719","HILONGOS","BHS",
"DOH000000000010756","SAN ISIDRO BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083719","HILONGOS","BHS",
"DOH000000000010757","LIBERTY BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083719","HILONGOS","BHS",
"DOH000000000010761","CACAO BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083719","HILONGOS","BHS",
"DOH000000000010763","BUNG-AW BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083719","HILONGOS","BHS",
"DOH000000000010770","DOOS DEL NORTE BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083720","HINDANG","BHS",
"DOH000000000010772","BONTOC BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083720","HINDANG","BHS",
"DOH000000000010780","MABAGON BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083720","HINDANG","BHS",
"DOH000000000010783","CAPUDLOSAN BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083720","HINDANG","BHS",
"DOH000000000010797","ALEJOS BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083707","BATO","BHS",
"DOH000000000010801","ALEGRIA BARANGAY HEALTTH STATION",,"Region 8","0837","LEYTE","083707","BATO","BHS",
"DOH000000000010835","CAHAGNAAN BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083734","MATALOM","BHS",
"DOH000000000010915","LIBJO BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083736","MERIDA","BHS",
"DOH000000000010916","BARANGAY 1 BARANGAY HEALTH STATION",,"Region 6","0645","NEGROS OCCIDENTAL","064524","SAN CARLOS CITY","BHS",
"DOH000000000010918","LUNDAG BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083736","MERIDA","BHS",
"DOH000000000010923","CASILDA BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083736","MERIDA","BHS",
"DOH000000000010927","CABALIWAN BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083736","MERIDA","BHS",
"DOH000000000010936","SAN JOSE BARANGAY HEALTH STATION",,"Region 9","0973","ZAMBOANGA DEL SUR","097302","AURORA","BHS",
"DOH000000000010940","COMMONWEALTH BARANGAY HEALTH STATION",,"Region 9","0973","ZAMBOANGA DEL SUR","097302","AURORA","BHS",
"DOH000000000010946","BARANGAY 2 BARANGAY HEALTH STATION",,"Region 6","0645","NEGROS OCCIDENTAL","064524","SAN CARLOS CITY","BHS",
"DOH000000000010952","BARANGAY 3 BARANGAY HEALTH STATION",,"Region 6","0645","NEGROS OCCIDENTAL","064524","SAN CARLOS CITY","BHS",
"DOH000000000010953","SAPA LOBOC BARANGAY HEALTH STATION",,"Region 9","0973","ZAMBOANGA DEL SUR","097302","AURORA","BHS",
"DOH000000000010961","BARANGAY 4 BARANGAY HEALTH STATION",,"Region 6","0645","NEGROS OCCIDENTAL","064524","SAN CARLOS CITY","BHS",
"DOH000000000010963","BARANGAY 5 BARANGAY HEALTH STATION",,"Region 6","0645","NEGROS OCCIDENTAL","064524","SAN CARLOS CITY","BHS",
"DOH000000000010966","BARANGAY 6 BARANGAY HEALTH STATION",,"Region 6","0645","NEGROS OCCIDENTAL","064524","SAN CARLOS CITY","BHS",
"DOH000000000010980","BULUANGAN BARANGAY HEALTH STATION",,"Region 6","0645","NEGROS OCCIDENTAL","064524","SAN CARLOS CITY","BHS",
"DOH000000000010987","SITIO TROZO BARANGAY HEALTH STATION",,"Region 6","0645","NEGROS OCCIDENTAL","064524","SAN CARLOS CITY","BHS",
"DOH000000000010992","CODCOD BARANGAY HEALTH STATION",,"Region 6","0645","NEGROS OCCIDENTAL","064524","SAN CARLOS CITY","BHS",
"DOH000000000010999","SITIO CABAGTASAN BARANGAY HEALTH STATION",,"Region 6","0645","NEGROS OCCIDENTAL","064524","SAN CARLOS CITY","BHS",
"DOH000000000011004","ERMITA BARANGAY HEALTH STATION",,"Region 6","0645","NEGROS OCCIDENTAL","064524","SAN CARLOS CITY","BHS",
"DOH000000000011009","GUADALUPE BARANGAY HEALTH STATION",,"Region 6","0645","NEGROS OCCIDENTAL","064524","SAN CARLOS CITY","BHS",
"DOH000000000011023","NATABAN BARANGAY HEALTH STATION",,"Region 6","0645","NEGROS OCCIDENTAL","064524","SAN CARLOS CITY","BHS",
"DOH000000000011031","SITIO MARAGO-OS BARANGAY HEALTH STATION",,"Region 6","0645","NEGROS OCCIDENTAL","064524","SAN CARLOS CITY","BHS",
"DOH000000000011036","PALAMPAS BARANGAY HEALTH STATION",,"Region 6","0645","NEGROS OCCIDENTAL","064524","SAN CARLOS CITY","BHS",
"DOH000000000011051","SITIO AGBULOD BARANGAY HEALTH STATION",,"Region 6","0645","NEGROS OCCIDENTAL","064524","SAN CARLOS CITY","BHS",
"DOH000000000011056","PUNAO BARANGAY HEALTH STATION",,"Region 6","0645","NEGROS OCCIDENTAL","064524","SAN CARLOS CITY","BHS",
"DOH000000000011057","POBLACION SUR BARANGAY HEALTH STATION",,"Region 7","0712","BOHOL","071212","CARMEN","BHS",
"DOH000000000011058","BUENAVISTA BARANGAY HEALTH STATION",,"Region 7","0712","BOHOL","071212","CARMEN","BHS",
"DOH000000000011063","QUEZON BARANGAY HEALTH STATION",,"Region 6","0645","NEGROS OCCIDENTAL","064524","SAN CARLOS CITY","BHS",
"DOH000000000011068","SITIO MAGLUNOD BARANGAY HEALTH STATION",,"Region 6","0645","NEGROS OCCIDENTAL","064524","SAN CARLOS CITY","BHS",
"DOH000000000011072","RIZAL ALGERS BARANGAY HEALTH STATION",,"Region 6","0645","NEGROS OCCIDENTAL","064524","SAN CARLOS CITY","BHS",
"DOH000000000011074","BUENOS AIRES BARANGAY HEALTH STATION",,"Region 7","0712","BOHOL","071212","CARMEN","BHS",
"DOH000000000011076","RIZAL CATICLAN BARANGAY HEALTH STATION",,"Region 6","0645","NEGROS OCCIDENTAL","064524","SAN CARLOS CITY","BHS",
"DOH000000000011079","RIZAL PROPER BARANGAY HEALTH STATION",,"Region 6","0645","NEGROS OCCIDENTAL","064524","SAN CARLOS CITY","BHS",
"DOH000000000011081","ALEGRIA BARANGAY HEALTH STATION",,"Region 7","0712","BOHOL","071212","CARMEN","BHS",
"DOH000000000011090","MONTESUERTE BARANGAY HEALTH STATION",,"Region 7","0712","BOHOL","071212","CARMEN","BHS",
"DOH000000000011104","CALATRAVA BARANGAY HEALTH STATION",,"Region 7","0712","BOHOL","071212","CARMEN","BHS",
"DOH000000000011109","VALLEHERMOSO BARANGAY HEALTH STATION",,"Region 7","0712","BOHOL","071212","CARMEN","BHS",
"DOH000000000011114","NUEVA VIDA SUR BARANGAY HEALTH STATION",,"Region 7","0712","BOHOL","071212","CARMEN","BHS",
"DOH000000000011118","NUEVA VIDA NORTE BARANGAY HEALTH STATION",,"Region 7","0712","BOHOL","071212","CARMEN","BHS",
"DOH000000000011124","NUEVA VIDA ESTE BARANGAY HEALTH STATION",,"Region 7","0712","BOHOL","071212","CARMEN","BHS",
"DOH000000000011130","MONTEVIDEO BARANGAY HEALTH STATION",,"Region 7","0712","BOHOL","071212","CARMEN","BHS",
