"hprodid","Drug_Code","hprodname","Drug_Name","brandname","brandcode","genname","gencode","rtedesc","rtecode","formdesc","formcode","stredesc","strecode","edl","pndf_classification","sales_category","expiry_date","issue_date","status","inc","pprice","sprice","reorder","cprno","packcode","packdesc","altcode","oldcode","mdrprice","mdrp_dateasof","price_indicator","seq_no","manu_name"
"CETIR1MGMLSOL3200728006014","CETIRSOL321MGML","Cetirizine , 1 mg/mL , Solution , HISTAMED , 30 mL Amber bottle","Cetirizine  SOLUTION  1 mg/mL","Histamed","H1532","Cetirizine","CETIR","","","SOLUTION","SOL32","1 mg/mL","1MGML","Y","","","23/4/2012","23/4/2007","I","0","0","0","0","DR-XY33230","00728","30 mL Amber bottle","","","0","0/0/0","","","Lloyd Laboratories, Inc."
"CETIR1MGMLSOL3200728006015","CETIRSOL321MGML","Cetirizine , 1 mg/mL , Solution , HISTAZINE , 30 mL Amber bottle","Cetirizine  SOLUTION  1 mg/mL","Histazine","H1535","Cetirizine","CETIR","","","SOLUTION","SOL32","1 mg/mL","1MGML","Y","","","4/5/2012","4/5/2007","I","0","0","0","0","DR-XY33270","00728","30 mL Amber bottle","","","0","0/0/0","","","Lloyd Laboratories, Inc."
"CETIR1MGMLSOL3200728006016","CETIRSOL321MGML","Cetirizine , 1 mg/mL , Solution , ZETRIX , 30 mL Amber bottle","Cetirizine  SOLUTION  1 mg/mL","Zetrix","Z1539","Cetirizine","CETIR","","","SOLUTION","SOL32","1 mg/mL","1MGML","Y","","","22/7/2014","22/7/2009","I","0","0","0","0","DR-XY36308","00728","30 mL Amber bottle","","","0","0/0/0","","","Pascual Lab., Inc"
"CETIR1MGMLSOL3200728006017","CETIRSOL321MGML","Cetirizine , 1 mg/mL , Solution , ZYRTEC , 30 mL Amber bottle","Cetirizine  SOLUTION  1 mg/mL","Zyrtec","Z1598","Cetirizine","CETIR","","","SOLUTION","SOL32","1 mg/mL","1MGML","Y","","","15/8/2011","29/3/2007","R","0","0","0","0","DR-XY21779","00728","30 mL Amber bottle","","","0","0/0/0","","","UCB Pharma"
"CETIR1MGMLSOL3200740006036","CETIRSOL321MGML","Cetirizine , 1 mg/mL , Solution , H-ONE , 30 mL Bottle","Cetirizine  SOLUTION  1 mg/mL","H-One","H1539","Cetirizine","CETIR","","","SOLUTION","SOL32","1 mg/mL","1MGML","Y","","","29/5/2011","29/5/2009","I","0","0","0","0","DR-XY35936","30MLB","30 mL Bottle","","","0","0/0/0","","","Drugmaker's Labs Inc"
"CETIR1MGMLSOL3200741009809","CETIRSOL321MGML","Cetirizine , 1 mg/mL , Solution , CETIRID , 30 mL BRA Bottle (Box of 1's)","Cetirizine  SOLUTION  1 mg/mL","Cetirid","C1423","Cetirizine","CETIR","","","SOLUTION","SOL32","1 mg/mL","1MGML","Y","","","18/8/2014","18/8/2009","I","0","0","0","0","DR-XY36527","00741","30 mL BRA Bottle (Box of 1's)","","","0","0/0/0","","","Lloyd Labs., Inc"
"CETIR1MGMLSOL3200982006238","CETIRSOL321MGML","Cetirizine , 1 mg/mL , Solution , ZYRTEC , 60 mL Amber bottle","Cetirizine  SOLUTION  1 mg/mL","Zyrtec","Z1598","Cetirizine","CETIR","","","SOLUTION","SOL32","1 mg/mL","1MGML","Y","","","15/8/2011","29/3/2007","R","0","0","0","0","DR-XY21779","60AMB","60 mL Amber bottle","","","0","0/0/0","","","UCB Pharma"
"CETIR1MGMLSOL3201519009813","CETIRSOL321MGML","Cetirizine , 1 mg/mL , Solution , CETYROL , Amber glass bottle","Cetirizine  SOLUTION  1 mg/mL","Cetyrol","C0260","Cetirizine","CETIR","","","SOLUTION","SOL32","1 mg/mL","1MGML","N","","","14/8/2011","14/8/2006","I","0","0","0","0","DR-XY32082","01519","Amber glass bottle","","","0","0/0/0","","","SAlutas Pharma"
"CETIR1MGMLSOL3260AMB003216","CETIRSOL321MGML","Cetirizine , 1 mg/mL , Solution , VIRLIX , 60 mL Amber bottle","Cetirizine  SOLUTION  1 mg/mL","Virlix","V1558","Cetirizine","CETIR","","","SOLUTION","SOL32","1 mg/mL","1MGML","Y","","","17/11/2014","5/11/2009","R","0","0","0","0","DR-XY238546","60AMB","60 mL Amber bottle","","","0","0/0/0","","","UCB Pharma S.P.A"
"CETIR1MGMLSOL3260AMB003315","CETIRSOL321MGML","Cetirizine , 1 mg/mL , Solution , ZETRIX , 60 mL Amber bottle","Cetirizine  SOLUTION  1 mg/mL","Zetrix","Z1539","Cetirizine","CETIR","","","SOLUTION","SOL32","1 mg/mL","1MGML","Y","","","22/7/2014","22/7/2009","I","0","0","0","0","DR-XY36308","60AMB","60 mL Amber bottle","","","0","0/0/0","","","Pascual Lab., Inc"
"CETIR1MGMLSYRUP01026006405","CETIRSYRUP1MGML","Cetirizine , 1 mg/mL , Syrup , ZYRRIGIN , 60 mL Amber PET Bottle","Cetirizine  SYRUP  1 mg/mL","Zyrrigin","Z1597","Cetirizine","CETIR","","","SYRUP","SYRUP","1 mg/mL","1MGML","Y","","","29/5/2013","26/3/2008","R","0","0","0","0","DR-XY31796","01026","60 mL Amber PET Bottle","","","0","0/0/0","","","Unison"
"CETIR1MGMLSYRUP01029006406","CETIRSYRUP1MGML","Cetirizine , 1 mg/mL , Syrup , DINTEC , 60 mL Amber Type III glass bottle","Cetirizine  SYRUP  1 mg/mL","Dintec","D1572","Cetirizine","CETIR","","","SYRUP","SYRUP","1 mg/mL","1MGML","N","","","24/7/2011","24/7/2009","I","0","0","0","0","DR-XY36327","01029","60 mL Amber Type III glass bottle","","","0","0/0/0","","","P.T Novell Pharma'l, Lab."
"CETIR1MGMLSYRUP01063006477","CETIRSYRUP1MGML","Cetirizine , 1 mg/mL , Syrup , PRIXLAE , 60 mL Plastic bottle","Cetirizine  SYRUP  1 mg/mL","Prixlae","P1575","Cetirizine","CETIR","","","SYRUP","SYRUP","1 mg/mL","1MGML","Y","","","7/9/2011","30/7/2008","I","0","0","0","0","DRP-990","01063","60 mL Plastic bottle","","","0","0/0/0","","","Center Lab Inc Taiwan"
"CETIR1MGMLSYRUP01063006478","CETIRSYRUP1MGML","Cetirizine , 1 mg/mL , Syrup , PRIXLAE , 60 mL Plastic bottle","Cetirizine  SYRUP  1 mg/mL","Prixlae","P1575","Cetirizine","CETIR","","","SYRUP","SYRUP","1 mg/mL","1MGML","Y","","","7/9/2011","7/9/2006","I","0","0","0","0","DR-XY32222","01063","60 mL Plastic bottle","","","0","0/0/0","","","Center Laboratories, Inc. - Taiwan"
"CETIR1MGMLSYRUP01063006479","CETIRSYRUP1MGML","Cetirizine , 1 mg/mL , Syrup , VIRZET , 60 mL Plastic bottle","Cetirizine  SYRUP  1 mg/mL","Virzet","V1561","Cetirizine","CETIR","","","SYRUP","SYRUP","1 mg/mL","1MGML","Y","","","7/9/2011","9/10/2008","I","0","0","0","0","DRP-990-01","01063","60 mL Plastic bottle","","","0","0/0/0","","","Center Lab. Inc"
"CETIR1MGMLSYRUP01763009816","CETIRSYRUP1MGML","Cetirizine , 1 mg/mL , Syrup , CYNTREX , Box of 1 amber botttle 60 mL","Cetirizine  SYRUP  1 mg/mL","Cyntrex","C1663","Cetirizine","CETIR","","","SYRUP","SYRUP","1 mg/mL","1MGML","Y","","","30/9/2013","30/9/2008","I","0","0","0","0","DR-XY34975","01763","Box of 1 amber botttle 60 mL","","","0","0/0/0","","","Interphil Laboratories, Inc."
"CETIR1MGMLTAB4901684007320","CETI1TAB4910MGX","Cetirizine , 1 mg/mL , Tablet , RHINOVIR","Cetirizine Dihydrochloride  TABLET  10 mg","Rhinovir","R1536","Cetirizine Dihydrochloride","CETI1","","","TABLET","TAB49","10 mg","10MGX","Y","","","21/6/2012","28/5/2008","I","0","0","0","0","DRP-262-02","01684","Blister pack x 20's (Box of 100's)","","","0","0/0/0","","","Drugmaker's Laboratories, Inc."
"CETIR25MGLSYRUP00160009795","CETIRSYRUP25MGL","Cetirizine , 2.5 mg /mL , Syrup , ALNIX , 10 mL Amber glass bottle","Cetirizine  SYRUP  2.5 mg /mL","Alnix","A1736","Cetirizine","CETIR","","","SYRUP","SYRUP","2.5 mg /mL","25MGL","N","","","6/4/2011","6/4/2010","I","0","0","0","0","DR-XY31328","00160","10 mL Amber glass bottle","","","0","0/0/0","","","Amherst Labs Inc"
"CETIR25MGLSYRUP00402005761","CETIRSYRUP25MGL","Cetirizine , 2.5 mg /mL , Syrup , H-ONE , 15 mL Amber bottle x 10 mL","Cetirizine  SYRUP  2.5 mg /mL","H-One","H1539","Cetirizine","CETIR","","","SYRUP","SYRUP","2.5 mg /mL","25MGL","N","","","11/2/2012","11/2/2010","I","0","0","0","0","DR-XY37470","00402","15 mL Amber bottle x 10 mL","","","0","0/0/0","","","Drugmaker's Labs Inc"
"CETIR5MG5MSYRUP00728006026","CETIRSYRUP5MG5M","Cetirizine , 5 mg/5mL , Syrup , RHINITRIN , 30 mL Amber bottle","Cetirizine  SYRUP  5 mg/5mL","Rhinitrin","R1535","Cetirizine","CETIR","","","SYRUP","SYRUP","5 mg/5mL","5MG5M","Y","","","5/1/2011","3/1/2007","R","0","0","0","0","DR-XY29271","00728","30 mL Amber bottle","","","0","0/0/0","","","Sigma"
"CETIR5MG5MSYRUP00728009793","CETIRSYRUP5MG5M","Cetirizine , 5 mg/5mL , Syrup , ALLERKID , 30 mL Amber bottle","Cetirizine  SYRUP  5 mg/5mL","Allerkid","A1725","Cetirizine","CETIR","","","SYRUP","SYRUP","5 mg/5mL","5MG5M","Y","","","9/5/2011","9/5/2006","I","0","0","0","0","DR-XY31704","00728","30 mL Amber bottle","","","0","0/0/0","","","United Lab"
"CETIR5MG5MSYRUP00759006053","CETIRSYRUP5MG5M","Cetirizine , 5 mg/5mL , Syrup , MEDMIN , 30 mL USP Type III Amber bottle","Cetirizine  SYRUP  5 mg/5mL","Medmin","M1538","Cetirizine","CETIR","","","SYRUP","SYRUP","5 mg/5mL","5MG5M","Y","","","29/3/2015","29/3/2010","I","0","0","0","0","DR-XY37687","00759","30 mL USP Type III Amber bottle","","","0","0/0/0","","","Indoco Remedies Ltd"
"CETIR5MG5MSYRUP01519009798","CETIRSYRUP5MG5M","Cetirizine , 5 mg/5mL , Syrup , AXELLA , Amber glass bottle","Cetirizine  SYRUP  5 mg/5mL","Axella","A0268","Cetirizine","CETIR","","","SYRUP","SYRUP","5 mg/5mL","5MG5M","Y","","","9/8/2010","9/8/2007","I","0","0","0","0","DR-XY33690","01519","Amber glass bottle","","","0","0/0/0","","","Interphil"
"CETIR5MG5MSYRUP60AMB003242","CETIRSYRUP5MG5M","Cetirizine , 5 mg/5mL , Syrup , WELCET , 60 mL Amber bottle","Cetirizine  SYRUP  5 mg/5mL","Welcet","W1501","Cetirizine","CETIR","","","SYRUP","SYRUP","5 mg/5mL","5MG5M","N","","","29/9/2011","14/9/2006","R","0","0","0","0","DR-XY30068","60AMB","60 mL Amber bottle","","","0","0/0/0","","","Unichem Labs. - India"
"CETIR5MG5MSYRUP60AMB005299","CETIRSYRUP5MG5M","Cetirizine , 5 mg/5mL , Syrup , AXELLA , 60 mL Amber bottle","Cetirizine  SYRUP  5 mg/5mL","Axella","A0268","Cetirizine","CETIR","","","SYRUP","SYRUP","5 mg/5mL","5MG5M","Y","","","9/8/2010","6/7/2009","I","0","0","0","0","DRP-1468","60AMB","60 mL Amber bottle","","","0","0/0/0","","","Interphil Lab, Inc"
"CETIR5MGMLSYRUP00728009788","CETIRSYRUP5MGML","Cetirizine , 5 mg/mL , Syrup , ALERGIN , 30 mL Amber bottle","Cetirizine  SYRUP  5 mg/mL","Alergin","A1717","Cetirizine","CETIR","","","SYRUP","SYRUP","5 mg/mL","5MGML","Y","","","9/11/2014","9/11/2009","I","0","0","0","0","DR-XY36905","00728","30 mL Amber bottle","","","0","0/0/0","","","E.L. Labs Inc"
"CETIR5MGMLSYRUP01003009790","CETIRSYRUP5MGML","Cetirizine , 5 mg/mL , Syrup , ALETOR , 60 mL Amber Colored Glass Bottle","Cetirizine  SYRUP  5 mg/mL","Aletor","A1719","Cetirizine","CETIR","","","SYRUP","SYRUP","5 mg/mL","5MGML","Y","","","21/12/2014","21/12/2009","I","0","0","0","0","DR-XY37249","01003","60 mL Amber Colored Glass Bottle","","","0","0/0/0","","","XL Labs Pvt Ltd"
"CHLO1010MGMSOL1400186009865","CHLO8SOL1410MGM","Chlorphenamine , 10 mg/mL , Solution For Injection , ANTAMIN, 10 mL Glass vial","Chlorphenamine  SOLUTION FOR INJECTION  10 mg/mL","Antamin","A2146","Chlorphenamine","CHLO8","","","SOLUTION FOR INJECTION","SOL14","10 mg/mL","10MGM","Y","","","14/2/2012","15/1/2008","I","0","0","0","0","DR-2405","00186","10 mL Glass vial","","","0","0/0/0","","","Pascual"
"CHLO10125M5SUS1460AMB003186","CHL10SUS14125M5","Chlorampulhenicol , 125 mg/5 mL , Suspension , VENIMICETIN , 60 mL Amber bottle","Chlorampulhenicol  SUSPENSION  125 mg/5 mL","Venimicetin","V0027","Chlorampulhenicol","CHL10","","","SUSPENSION","SUS14","125 mg/5 mL","125M5","Y","","","13/11/2012","19/12/2007","AR","0","0","0","0","DR-5286","60AMB","60 mL Amber bottle","","","0","0/0/0","","","Doctors"
"CHLO11125M5SUS1460AMB004002","CHL10SUS14125M5","Chlorampulhenicol , 125 mg/5 mL , Suspension , ETHONAH , 60 mL Amber bottle","Chlorampulhenicol  SUSPENSION  125 mg/5 mL","Ethonah","E0053","Chlorampulhenicol","CHL10","","","SUSPENSION","SUS14","125 mg/5 mL","125M5","Y","","","17/9/2014","22/10/2009","R","0","0","0","0","DRP-1004","60AMB","60 mL Amber bottle","","","0","0/0/0","","","New Myrex Labs Inc."
"CHLO12125M5SUS1460AMB003404","CHL10SUS14125M5","Chlorampulhenicol , 125 mg/5 mL , Suspension , BENADRYL EXP, 60 mL Amber bottle","Chlorampulhenicol  SUSPENSION  125 mg/5 mL","Benadryl Exp","B2019","Chlorampulhenicol","CHL10","","","SUSPENSION","SUS14","125 mg/5 mL","125M5","Y","","","17/9/2014","4/11/2009","R","0","0","0","0","DRP-1004-01","60AMB","60 mL Amber bottle","","","0","0/0/0","","","New Myrex Labs Inc."
"CHLO131GRAMPOW1300017009818","CHLO3POW131GRAM","Chloramphenicol , 1 gram , Powder For Injection Solution , THE ETHICAL PHARM'L CO. PVT. LTD. (INDIA)","Chloramphenicol  POWDER FOR INJECTION SOLUTION  1 gram","","","Chloramphenicol","CHLO3","","","POWDER FOR INJECTION SOLUTION","POW13","1 gram","1GRAM","Y","","","11/9/2013","8/9/2008","R","0","0","0","0","DRP-789","00017","1 g Glass vial (Box of 10's)","","","0","0/0/0","","","The Ethical Pharm'l Co. Pvt. Ltd. (India)"
"CHLO141GRAMPOW1001955009838","CHLO3POW101GRAM","Chloramphenicol , 1 gram , Powder For Injection Solution Lyophilized , CHERRYPYRENE","Chloramphenicol  POWDER FOR INJECTION SOLUTION LYOPHILIZED  1 gram","Cherrypyrene","C0073","Chloramphenicol","CHLO3","","","POWDER FOR INJECTION SOLUTION LYOPHILIZED","POW10","1 gram","1GRAM","Y","","","12/12/2012","29/1/2008","R","0","0","0","0","DR-4631","01955","Clear, colorless glass vial","","","0","0/0/0","","","Actavis"
"CHLO151GRAMPOW1301943007635","CHLO3POW131GRAM","Chloramphenicol , 1 gram , Powder For Injection Solution , SEPTICYN","Chloramphenicol  POWDER FOR INJECTION SOLUTION  1 gram","Septicyn","S0034","Chloramphenicol","CHLO3","","","POWDER FOR INJECTION SOLUTION","POW13","1 gram","1GRAM","Y","","","24/3/2014","29/9/2009","R","0","0","0","0","DRP-064","01943","Clear vial","","","0","0/0/0","","","Acrolab Ltd"
"CHLO3005P0SOL3301817007495","CHLO3SOL33005P0","Chloramphenicol , 0.005 , Solution/Drops , VISTACHLOR , Box of 5 mL","Chloramphenicol  SOLUTION/DROPS  0.005","Vistachlor","V1563","Chloramphenicol","CHLO3","","","SOLUTION/DROPS","SOL33","0.005","005P0","Y","","","9/5/2012","27/4/2007","R","0","0","0","0","DR-XY27494","01817","Box of 5 mL","","","0","0/0/0","","","Pascual"
"CHLO3125M5SUS1400735009850","CHL10SUS14125M5","Chlorampulhenicol , 125 mg/5 mL , Suspension , APHRENIL, 30 mL Amber glass Bottle","Chlorampulhenicol  SUSPENSION  125 mg/5 mL","Aphrenil","","Chlorampulhenicol","CHL10","","","SUSPENSION","SUS14","125 mg/5 mL","125M5","Y","","","23/1/2012","7/12/2006","AR","0","0","0","0","DR-XY23748","00735","30 mL Amber glass Bottle","","","0","0/0/0","","","Euro-Med"
"CHLO3125M5SUS1400982006222","CHLO3SUS14125M5","Chloramphenicol , 125 mg/5 mL , Suspension , FORASTROL , 60 mL Amber bottle","Chloramphenicol  SUSPENSION  125 mg/5 mL","Forastrol","F0063","Chloramphenicol","CHLO3","","","SUSPENSION","SUS14","125 mg/5 mL","125M5","Y","","","19/1/2011","13/2/2007","R","0","0","0","0","DR-XY20858","60AMB","60 mL Amber bottle","","","0","0/0/0","","","Lloyd"
"CHLO3125M5SUS1400982006223","CHLO3SUS14125M5","Chloramphenicol , 125 mg/5 mL , Suspension , LORPICAN , 60 mL Amber bottle","Chloramphenicol  SUSPENSION  125 mg/5 mL","Lorpican","L0085","Chloramphenicol","CHLO3","","","SUSPENSION","SUS14","125 mg/5 mL","125M5","Y","","","28/1/2013","6/7/2009","R","0","0","0","0","DR-XY7624","60AMB","60 mL Amber bottle","","","0","0/0/0","","","Drugmaker's Lab, Inc"
"CHLO3125M5SUS1400982006224","CHLO3SUS14125M5","Chloramphenicol , 125 mg/5 mL , Suspension , NEOCOL , 60 mL Amber bottle","Chloramphenicol  SUSPENSION  125 mg/5 mL","Neocol","N0017","Chloramphenicol","CHLO3","","","SUSPENSION","SUS14","125 mg/5 mL","125M5","Y","","","13/3/2013","26/3/2008","R","0","0","0","0","DR-XY13692","60AMB","60 mL Amber bottle","","","0","0/0/0","","","Danlex"
"CHLO3125M5SUS1400982006225","CHLO3SUS14125M5","Chloramphenicol , 125 mg/5 mL , Suspension , PENACHLOR , 60 mL Amber bottle","Chloramphenicol  SUSPENSION  125 mg/5 mL","Penachlor","P0036","Chloramphenicol","CHLO3","","","SUSPENSION","SUS14","125 mg/5 mL","125M5","Y","","","18/12/2010","5/6/2006","R","0","0","0","0","DR-X6796","60AMB","60 mL Amber bottle","","","0","0/0/0","","","Drugmakers"
"CHLO3125M5SUS1400982006226","CHLO3SUS14125M5","Chloramphenicol , 125 mg/5 mL , Suspension , SUSTACHLOR , 60 mL Amber bottle","Chloramphenicol  SUSPENSION  125 mg/5 mL","Sustachlor","S0105","Chloramphenicol","CHLO3","","","SUSPENSION","SUS14","125 mg/5 mL","125M5","Y","","","10/10/2012","30/10/2007","AR","0","0","0","0","DR-XY19791-B","60AMB","60 mL Amber bottle","","","0","0/0/0","","","Lloyd Labs"
"CHLO3125M5SUS1400982006227","CHLO3SUS14125M5","Chloramphenicol , 125 mg/5 mL , Suspension , VAMCETIN , 60 mL Amber bottle","Chloramphenicol  SUSPENSION  125 mg/5 mL","Vamcetin","V0007","Chloramphenicol","CHLO3","","","SUSPENSION","SUS14","125 mg/5 mL","125M5","Y","","","15/10/2012","16/11/2007","R","0","0","0","0","DR-XY4511-B","60AMB","60 mL Amber bottle","","","0","0/0/0","","","Lloyd Labs"
"CHLO3125M5SUS1400982009822","CHLO3SUS14125M5","Chloramphenicol , 125 mg/5 mL , Suspension , JB ORCHID PHARM'L. INC. , 60 mL Amber bottle","Chloramphenicol  SUSPENSION  125 mg/5 mL","","","Chloramphenicol","CHLO3","","","SUSPENSION","SUS14","125 mg/5 mL","125M5","Y","","","14/4/2015","19/3/2010","R","0","0","0","0","DR-XY25305","60AMB","60 mL Amber bottle","","","0","0/0/0","","","JB Orchid Pharm'l. Inc."
"CHLO3125M5SUS1400982009823","CHLO3SUS14125M5","Chloramphenicol , 125 mg/5 mL , Suspension , PASCUAL , 60 mL Amber bottle","Chloramphenicol  SUSPENSION  125 mg/5 mL","","","Chloramphenicol","CHLO3","","","SUSPENSION","SUS14","125 mg/5 mL","125M5","Y","","","16/2/2011","8/3/2006","R","0","0","0","0","DR-XY16698","60AMB","60 mL Amber bottle","","","0","0/0/0","","","Pascual"
"CHLO3125M5SUS1400982009832","CHLO3SUS14125M5","Chloramphenicol , 125 mg/5 mL , Suspension , ALMACETIN , 60 mL Amber bottle","Chloramphenicol  SUSPENSION  125 mg/5 mL","Almacetin","A0062","Chloramphenicol","CHLO3","","","SUSPENSION","SUS14","125 mg/5 mL","125M5","Y","","","14/11/2013","5/4/2010","I","0","0","0","0","DR-XY35157","60AMB","60 mL Amber bottle","","","0","0/0/0","","","J.M. Tolmann Labs., Inc"
"CHLO3125M5SUS1400982009836","CHLO3SUS14125M5","Chloramphenicol , 125 mg/5 mL , Suspension , BIOCLOR , 60 mL Amber bottle","Chloramphenicol  SUSPENSION  125 mg/5 mL","Bioclor","B0060","Chloramphenicol","CHLO3","","","SUSPENSION","SUS14","125 mg/5 mL","125M5","Y","","","12/12/2014","22/2/2010","R","0","0","0","0","DR-XY30399","60AMB","60 mL Amber bottle","","","0","0/0/0","","","Lloyd Labs Inc"
"CHLO3125M5SUS1400982009840","CHLO3SUS14125M5","Chloramphenicol , 125 mg/5 mL , Suspension , CHLOROCAIRE , 60 mL Amber bottle","Chloramphenicol  SUSPENSION  125 mg/5 mL","Chlorocaire","C0078","Chloramphenicol","CHLO3","","","SUSPENSION","SUS14","125 mg/5 mL","125M5","Y","","","24/7/2012","4/3/2010","R","0","0","0","0","DR-XY1176-G","60AMB","60 mL Amber bottle","","","0","0/0/0","","","Sydenham Labs Inc"
"CHLO3125M5SUS1400982009848","CHLO3SUS14125M5","Chloramphenicol , 125 mg/5 mL , Suspension , C-PHENICOL , 60 mL Amber bottle","Chloramphenicol  SUSPENSION  125 mg/5 mL","C-Phenicol","C0240","Chloramphenicol","CHLO3","","","SUSPENSION","SUS14","125 mg/5 mL","125M5","Y","","","26/12/2011","4/12/2007","R","0","0","0","0","DR-X3162","60AMB","60 mL Amber bottle","","","0","0/0/0","","","Drugmakers"
"CHLO3125M5SUS1400992006306","CHL10SUS14125M5","Chlorampulhenicol , 125 mg/5 mL , Suspension , GLOMICOL , 60 mL Amber bottle w/ Lloyd logo printed on Aluminum cap","Chlorampulhenicol  SUSPENSION  125 mg/5 mL","Glomicol","G0037","Chlorampulhenicol","CHL10","","","SUSPENSION","SUS14","125 mg/5 mL","125M5","Y","","","3/9/2011","4/8/2006","AR","0","0","0","0","DR-XY6312","00992","60 mL Amber bottle w/ Lloyd logo printed on Aluminum cap","","","0","0/0/0","","","Lloyd Laboratories Inc."
"CHLO3125M5SUS1401008006342","CHL10SUS14125M5","Chlorampulhenicol , 125 mg/5 mL , Suspension , NOVACLOR , 60 mL Amber Glass Bottle","Chlorampulhenicol  SUSPENSION  125 mg/5 mL","Novaclor","N0061","Chlorampulhenicol","CHL10","","","SUSPENSION","SUS14","125 mg/5 mL","125M5","Y","","","11/10/2010","24/4/2006","R","0","0","0","0","DR-XY27934","01008","60 mL Amber Glass Bottle","","","0","0/0/0","","","Novagen"
"CHLO3125M5SUS1401008006343","CHL10SUS14125M5","Chlorampulhenicol , 125 mg/5 mL , Suspension , RIVACHLOR , 60 mL Amber Glass Bottle","Chlorampulhenicol  SUSPENSION  125 mg/5 mL","Rivachlor","R0082","Chlorampulhenicol","CHL10","","","SUSPENSION","SUS14","125 mg/5 mL","125M5","Y","","","11/10/2010","17/3/2008","I","0","0","0","0","DRP-706-01","01008","60 mL Amber Glass Bottle","","","0","0/0/0","","","Novagen"
"CHLO3125M5SUS1401008009851","CHL10SUS14125M5","Chlorampulhenicol , 125 mg/5 mL , Suspension , APHRENIL , 60 mL Amber Glass Bottle","Chlorampulhenicol  SUSPENSION  125 mg/5 mL","Aphrenil","","Chlorampulhenicol","CHL10","","","SUSPENSION","SUS14","125 mg/5 mL","125M5","Y","","","23/1/2012","7/12/2006","AR","0","0","0","0","DR-XY23748","01008","60 mL Amber Glass Bottle","","","0","0/0/0","","","Euro-Med"
"CHLO3125M5SUS1401033006412","CHLO3SUS14125M5","Chloramphenicol , 125 mg/5 mL , Suspension , ORPENCETIN , 60 mL Boston Round Amber bottle","Chloramphenicol  SUSPENSION  125 mg/5 mL","Orpencetin","O0029","Chloramphenicol","CHLO3","","","SUSPENSION","SUS14","125 mg/5 mL","125M5","Y","","","7/12/2012","22/1/2008","R","0","0","0","0","DR-XY31324","01033","60 mL Boston Round Amber bottle","","","0","0/0/0","","","AD Drugstel"
"CHLO3125M5SUS1401033009845","CHLO3SUS14125M5","Chloramphenicol , 125 mg/5 mL , Suspension , CHLORVON , 60 mL Boston Round Amber bottle","Chloramphenicol  SUSPENSION  125 mg/5 mL","Chlorvon","C0081","Chloramphenicol","CHLO3","","","SUSPENSION","SUS14","125 mg/5 mL","125M5","Y","","","26/5/2011","26/2/2007","R","0","0","0","0","DR-XY10820-B","01033","60 mL Boston Round Amber bottle","","","0","0/0/0","","","Drugmakers"
"CHLO3125M5SUS1401494006940","CHL10SUS14125M5","Chlorampulhenicol , 125 mg/5 mL , Suspension , MEDIMYCETIN , Amber bottle (Box of 60 mL )","Chlorampulhenicol  SUSPENSION  125 mg/5 mL","Medimycetin","M0041","Chlorampulhenicol","CHL10","","","SUSPENSION","SUS14","125 mg/5 mL","125M5","Y","","","30/6/2012","31/5/2007","AR","0","0","0","0","DR-XY20071","01494","Amber bottle (Box of 60 mL )","","","0","0/0/0","","","Medgen"
