"fhudname","phic_name","fhudcode","regcode","provcode","provname","citycode","cityname","facility_type_desc","pan"
"BONGOYAN BARANGAY HEALTH STATION",,"DOH000000000024782","07","0722","CEBU","072213","BORBON","BHS",
"LAAW BARANGAY HEALTH STATION",,"DOH000000000024783","07","0722","CEBU","072213","BORBON","BHS",
"MANAGASE BARANGAY HEALTH STATION",,"DOH000000000024784","07","0722","CEBU","072213","BORBON","BHS",
"BINONGKALAN BARANGAY HEALTH STATION",,"DOH000000000024786","07","0722","CEBU","072216","CATMON","BHS",
"ANAPOG BARANGAY HEALTH CENTER",,"DOH000000000024787","07","0722","CEBU","072216","CATMON","BHS",
"BONGYAS BARANGAY HEALTH STATION",,"DOH000000000024788","07","0722","CEBU","072216","CATMON","BHS",
"CABUNGAAN BARANGAY HEALTH STATION",,"DOH000000000024789","07","0722","CEBU","072216","CATMON","BHS",
"SAN ROQUE BARANGAY HEALTH STATION",,"DOH000000000024790","08","0837","LEYTE","083747","TACLOBAN CITY (Capital)","BHS",
"SAN PAGLAUM BARANGAY HEALTH STATION",,"DOH000000000024791","08","0837","LEYTE","083747","TACLOBAN CITY (Capital)","BHS",
"SALVACION BARANGAY HEALTH STATION",,"DOH000000000024792","08","0837","LEYTE","083747","TACLOBAN CITY (Capital)","BHS",
"SANTA ELENA BARANGAY HEALTH STATION",,"DOH000000000024793","08","0837","LEYTE","083747","TACLOBAN CITY (Capital)","BHS",
"TAGAPURO BARANGAY HEALTH STATION",,"DOH000000000024794","08","0837","LEYTE","083747","TACLOBAN CITY (Capital)","BHS",
"BAGACAY BARANGAY HEALTH STATION",,"DOH000000000024796","08","0837","LEYTE","083747","TACLOBAN CITY (Capital)","BHS",
"PALANOG BARANGAY HEALTH STATION",,"DOH000000000024797","08","0837","LEYTE","083747","TACLOBAN CITY (Capital)","BHS",
"LOWER NULA-TULA BARANGAY HEALTH STATION",,"DOH000000000024798","08","0837","LEYTE","083747","TACLOBAN CITY (Capital)","BHS",
"SAN FRANCISCO MAIN HEALTH CENTER",,"DOH000000000024799","08","0864","SOUTHERN LEYTE","086413","SAN FRANCISCO","BHS",
"CAMBANGKAYA BARANGAY HEALTH STATION",,"DOH000000000024802","07","0722","CEBU","072216","CATMON","BHS",
"CORAZON BARANGAY HEALTH STATION",,"DOH000000000024803","07","0722","CEBU","072216","CATMON","BHS",
"GINABUCAN BARANGAY HEALTH STATION",,"DOH000000000024804","07","0722","CEBU","072216","CATMON","BHS",
"MACAAS BARANGAY HEALTH STATION",,"DOH000000000024805","07","0722","CEBU","072216","CATMON","BHS",
"TABILI BARANGAY HEALTH STATION",,"DOH000000000024806","07","0722","CEBU","072216","CATMON","BHS",
"TINABYONAN BARANGAY HEALTH STATION",,"DOH000000000024807","07","0722","CEBU","072216","CATMON","BHS",
"ADLAON HEALTH CENTER",,"DOH000000000024808","07","0722","CEBU","072217","CEBU CITY (Capital)","BHS",
"AGSUNGOT HEALTH CENTER",,"DOH000000000024809","07","0722","CEBU","072217","CEBU CITY (Capital)","BHS",
"APAS HEALTH CENTER",,"DOH000000000024810","07","0722","CEBU","072217","CEBU CITY (Capital)","BHS",
"BABAG II HEALTH CENTER",,"DOH000000000024811","07","0722","CEBU","072217","CEBU CITY (Capital)","BHS",
"BACAYAN HEALTH CENTER",,"DOH000000000024812","07","0722","CEBU","072217","CEBU CITY (Capital)","BHS",
"BANILAD HEALTH CENTER",,"DOH000000000024813","07","0722","CEBU","072217","CEBU CITY (Capital)","BHS",
"BINALIW HEALTH CENTER",,"DOH000000000024814","07","0722","CEBU","072217","CEBU CITY (Capital)","BHS",
"BUDLA-AN HEALTH CENTER",,"DOH000000000024815","07","0722","CEBU","072217","CEBU CITY (Capital)","BHS",
"BUSAY HEALTH CENTER",,"DOH000000000024816","07","0722","CEBU","072217","CEBU CITY (Capital)","BHS",
"CAMBINOCOT HEALTH CENTER",,"DOH000000000024817","07","0722","CEBU","072217","CEBU CITY (Capital)","BHS",
"CAMPUTHAW HEALTH CENTER",,"DOH000000000024818","07","0722","CEBU","072217","CEBU CITY (Capital)","BHS",
"CAPITOL SITE HEALTH CENTER",,"DOH000000000024819","07","0722","CEBU","072217","CEBU CITY (Capital)","BHS",
"CARRETA HEALTH CENTER",,"DOH000000000024820","07","0722","CEBU","072217","CEBU CITY (Capital)","BHS",
"COGON RAMOS HEALTH CENTER",,"DOH000000000024821","07","0722","CEBU","072217","CEBU CITY (Capital)","BHS",
"DAY-AS HEALTH CENTER",,"DOH000000000024822","07","0722","CEBU","072217","CEBU CITY (Capital)","BHS",
"ERMITA HEALTH CENTER",,"DOH000000000024823","07","0722","CEBU","072217","CEBU CITY (Capital)","BHS",
"GUBA HEALTH CENTER",,"DOH000000000024824","07","0722","CEBU","072217","CEBU CITY (Capital)","BHS",
"HIPPODROMO HEALTH CENTER","CEBU CITY GOVERNMENT/ HIPODROMO HEALTH CENTER","DOH000000000024825","07","0722","CEBU","072217","CEBU CITY (Capital)","BHS","P07027888"
"KALUBIHAN HEALTH CENTER",,"DOH000000000024826","07","0722","CEBU","072217","CEBU CITY (Capital)","BHS",
"KALUNASAN HEALTH CENTER",,"DOH000000000024827","07","0722","CEBU","072217","CEBU CITY (Capital)","BHS",
"KAMAGAYAN HEALTH CENTER",,"DOH000000000024828","07","0722","CEBU","072217","CEBU CITY (Capital)","BHS",
"KASAMBAGAN HEALTH CENTER",,"DOH000000000024829","07","0722","CEBU","072217","CEBU CITY (Capital)","BHS",
"LAHUG HEALTH CENTER",,"DOH000000000024830","07","0722","CEBU","072217","CEBU CITY (Capital)","BHS",
"LOREGA SAN MIGUEL HEALTH CENTER",,"DOH000000000024831","07","0722","CEBU","072217","CEBU CITY (Capital)","BHS",
"LUSARAN HEALTH CENTER",,"DOH000000000024832","07","0722","CEBU","072217","CEBU CITY (Capital)","BHS",
"MABINI HEALTH CENTER",,"DOH000000000024833","07","0722","CEBU","072217","CEBU CITY (Capital)","BHS",
"MALUBOG HEALTH CENTER",,"DOH000000000024834","07","0722","CEBU","072217","CEBU CITY (Capital)","BHS",
"PAHINA CENTRAL HEALTH CENTER",,"DOH000000000024835","07","0722","CEBU","072217","CEBU CITY (Capital)","BHS",
"PARIL HEALTH CENTER",,"DOH000000000024836","07","0722","CEBU","072217","CEBU CITY (Capital)","BHS",
"PIT-OS HEALTH CENTER",,"DOH000000000024837","07","0722","CEBU","072217","CEBU CITY (Capital)","BHS",
"PULANGBATO HEALTH CENTER",,"DOH000000000024838","07","0722","CEBU","072217","CEBU CITY (Capital)","BHS",
"PUNG-OL-SIBUGAY HEALTH CENTER",,"DOH000000000024839","07","0722","CEBU","072217","CEBU CITY (Capital)","BHS",
"SAMBAG I HEALTH CENTER",,"DOH000000000024840","07","0722","CEBU","072217","CEBU CITY (Capital)","BHS",
"SAMBAG II HEALTH CENTER",,"DOH000000000024841","07","0722","CEBU","072217","CEBU CITY (Capital)","BHS",
"SAN ANTONIO HEALTH CENTER",,"DOH000000000024842","07","0722","CEBU","072217","CEBU CITY (Capital)","BHS",
"SAN JOSE HEALTH CENTER",,"DOH000000000024843","07","0722","CEBU","072217","CEBU CITY (Capital)","BHS",
"SAN ROQUE HEALTH CENTER",,"DOH000000000024844","07","0722","CEBU","072217","CEBU CITY (Capital)","BHS",
"SANTA CRUZ HEALTH CENTER",,"DOH000000000024845","07","0722","CEBU","072217","CEBU CITY (Capital)","BHS",
"SAPANGDAKU HEALTH CENTER",,"DOH000000000024846","07","0722","CEBU","072217","CEBU CITY (Capital)","BHS",
"SIRAO HEALTH CENTER",,"DOH000000000024847","07","0722","CEBU","072217","CEBU CITY (Capital)","BHS",
"SUBA HEALTH CENTER",,"DOH000000000024851","07","0722","CEBU","072217","CEBU CITY (Capital)","BHS",
"T. PADILLA HEALTH CENTER",,"DOH000000000024852","07","0722","CEBU","072217","CEBU CITY (Capital)","BHS",
"TABUNAN HEALTH CENTER",,"DOH000000000024853","07","0722","CEBU","072217","CEBU CITY (Capital)","BHS",
"TAGBAO HEALTH CENTER",,"DOH000000000024854","07","0722","CEBU","072217","CEBU CITY (Capital)","BHS",
"TAPTAP HEALTH CENTER",,"DOH000000000024855","07","0722","CEBU","072217","CEBU CITY (Capital)","BHS",
"TEJERO HEALTH CENTER",,"DOH000000000024856","07","0722","CEBU","072217","CEBU CITY (Capital)","BHS",
"TINAGO HEALTH CENTER",,"DOH000000000024857","07","0722","CEBU","072217","CEBU CITY (Capital)","BHS",
"ZAPATERA HEALTH CENTER",,"DOH000000000024858","07","0722","CEBU","072217","CEBU CITY (Capital)","BHS",
"BANBAN BARANGAY HEALTH STATION",,"DOH000000000024859","07","0722","CEBU","072211","BOGO","BHS",
"LA PAZ BARANGAY HEALTH STATION",,"DOH000000000024860","07","0722","CEBU","072211","BOGO","BHS",
"TAYTAYAN BARANGAY HEALTH STATION",,"DOH000000000024861","07","0722","CEBU","072211","BOGO","BHS",
"BAGAUMA BARANGAY HEALTH STATION",,"DOH000000000024862","05","0541","MASBATE","054101","AROROY","BHS",
"CAPSAY BARANGAY HEALTH STATION",,"DOH000000000024863","05","0541","MASBATE","054101","AROROY","BHS",
"POBLACION BARANGAY HEALTH STATION",,"DOH000000000024864","05","0541","MASBATE","054101","AROROY","BHS",
"AMBOLONG BARANGAY HEALTH STATION",,"DOH000000000024865","05","0541","MASBATE","054101","AROROY","BHS",
"AMUTAG BARANGAY HEALTH STATION",,"DOH000000000024866","05","0541","MASBATE","054101","AROROY","BHS",
"CONCEPCION BARANGAY HEALTH STATION",,"DOH000000000024867","05","0541","MASBATE","054101","AROROY","BHS",
"GUMAHANG BARANGAY HEALTH STATION",,"DOH000000000024868","05","0541","MASBATE","054101","AROROY","BHS",
"LANANG BARANGAY HEALTH STATION",,"DOH000000000024869","05","0541","MASBATE","054101","AROROY","BHS",
"LUYA BARANGAY HEALTH STATION",,"DOH000000000024870","05","0541","MASBATE","054101","AROROY","BHS",
"MANAGANAGA BARANGAY HEALTH STATION",,"DOH000000000024871","05","0541","MASBATE","054101","AROROY","BHS",
"PANIQUE HEALTH STATION",,"DOH000000000024872","05","0541","MASBATE","054101","AROROY","BHS",
"MATALANGTALANG BARANGAY HEALTH STATION",,"DOH000000000024873","05","0541","MASBATE","054101","AROROY","BHS",
"PURO BARANGAY HEALTH STATION",,"DOH000000000024874","05","0541","MASBATE","054101","AROROY","BHS",
"SAWANG BARANGAY HEALTH STATION",,"DOH000000000024875","05","0541","MASBATE","054101","AROROY","BHS",
"SYNDICATE BARANGAY HEALTH STATION",,"DOH000000000024876","05","0541","MASBATE","054101","AROROY","BHS",
"GABI BARANGAY HEALTH STATION",,"DOH000000000024877","05","0541","MASBATE","054102","BALENO","BHS",
"GANGAO BARANGAY HEALTH STATION",,"DOH000000000024878","05","0541","MASBATE","054102","BALENO","BHS",
"LAGTA BARANGAY HEALTH STATION",,"DOH000000000024879","05","0541","MASBATE","054102","BALENO","BHS",
"MAGDALENA BARANGAY HEALTH STATION",,"DOH000000000024880","05","0541","MASBATE","054102","BALENO","BHS",
"MANOBOC BARANGAY HEALTH STATION",,"DOH000000000024881","05","0541","MASBATE","054102","BALENO","BHS",
"POBLACION BARANGAY HEALTH STATION",,"DOH000000000024882","05","0541","MASBATE","054102","BALENO","BHS",
"CALUMPANG BARANGAY HEALTH STATION",,"DOH000000000024883","05","0541","MASBATE","054103","BALUD","BHS",
"DANAO BARANGAY HEALTH STATION",,"DOH000000000024884","05","0541","MASBATE","054103","BALUD","BHS",
"DAO BARANGAY HEALTH STATION",,"DOH000000000024885","05","0541","MASBATE","054103","BALUD","BHS",
"PANGUIRANAN BARANGAY HEALTH STATION",,"DOH000000000024886","05","0541","MASBATE","054103","BALUD","BHS",
"PAJO BARANGAY HEALTH STATION",,"DOH000000000024887","05","0541","MASBATE","054103","BALUD","BHS",
"QUINAYANGAN DIOTAY BARANGAY HEALTH STATION",,"DOH000000000024888","05","0541","MASBATE","054103","BALUD","BHS",
"BURGOS BARANGAY HEALTH STATION",,"DOH000000000024890","05","0541","MASBATE","054104","BATUAN","BHS",
"CANARES BARANGAY HEALTH STATION",,"DOH000000000024891","05","0541","MASBATE","054104","BATUAN","BHS",
"CADULAWAN BARANGAY HEALTH STATION",,"DOH000000000024892","05","0541","MASBATE","054105","CATAINGAN","BHS",
"CAGBATANG BARANGAY HEALTH STATION",,"DOH000000000024893","05","0541","MASBATE","054105","CATAINGAN","BHS",
"LIONG BARANGAY HEALTH STATION",,"DOH000000000024894","05","0541","MASBATE","054105","CATAINGAN","BHS",
"MADAMBA BARANGAY HEALTH STATION",,"DOH000000000024895","05","0541","MASBATE","054105","CATAINGAN","BHS",
"PAWICAN HEALTH CENTER",,"DOH000000000024897","05","0541","MASBATE","054105","CATAINGAN","BHS",
"POBLACION BARANGAY HEALTH STATION",,"DOH000000000024898","05","0541","MASBATE","054105","CATAINGAN","BHS",
"QUEZON BARANGAY HEALTH STATION",,"DOH000000000024899","05","0541","MASBATE","054105","CATAINGAN","BHS",
"SAN ISIDRO BARANGAY HEALTH STATION",,"DOH000000000024900","05","0541","MASBATE","054105","CATAINGAN","BHS",
"SANTA TERESITA BIRTHING CLINIC",,"DOH000000000024901","05","0541","MASBATE","054105","CATAINGAN","BHS",
"CHICO BIRTHING CLINIC ",,"DOH000000000024903","05","0541","MASBATE","054106","CAWAYAN","BHS",
"DALIPE BIRTHING CENTER",,"DOH000000000024904","05","0541","MASBATE","054106","CAWAYAN","BHS",
"MAHAYAHAY BARANGAY HEALTH STATION",,"DOH000000000024905","05","0541","MASBATE","054106","CAWAYAN","BHS",
"MAIHAO  (BARANGAY HEALTH STATION) BIRTHING CENTER",,"DOH000000000024906","05","0541","MASBATE","054106","CAWAYAN","BHS",
"MALBUG  BIRTHING CENTER",,"DOH000000000024907","05","0541","MASBATE","054106","CAWAYAN","BHS",
"NARO BIRTHING CLINIC ",,"DOH000000000024908","05","0541","MASBATE","054106","CAWAYAN","BHS",
"PEÃ‘A BIRTHING CLINIC ",,"DOH000000000024909","05","0541","MASBATE","054106","CAWAYAN","BHS",
"R.M. MAGBALON BIRTHING CENTER",,"DOH000000000024910","05","0541","MASBATE","054106","CAWAYAN","BHS",
"RECODO BIRTHING CLINIC ",,"DOH000000000024911","05","0541","MASBATE","054106","CAWAYAN","BHS",
"SAN VICENTE  BIRTHING CENTER",,"DOH000000000024912","05","0541","MASBATE","054106","CAWAYAN","BHS",
"TUBURAN BARANGAY HEALTH STATION",,"DOH000000000024913","05","0541","MASBATE","054106","CAWAYAN","BHS",
"VILLAHERMOSA  BIRTHING CENTER",,"DOH000000000024914","05","0541","MASBATE","054106","CAWAYAN","BHS",
"ANAS BARANGAY HEALTH STATION",,"DOH000000000024915","05","0541","MASBATE","054111","CITY OF MASBATE (Capital)","BHS",
"GILOTONGAN BIRTHING CENTER",,"DOH000000000024917","05","0541","MASBATE","054106","CAWAYAN","BHS",
"LAGUELAGUE BIRTHING CENTER",,"DOH000000000024918","05","0541","MASBATE","054106","CAWAYAN","BHS",
"LOOC BARANGAY HEALTH CENTER",,"DOH000000000024919","05","0541","MASBATE","054106","CAWAYAN","BHS",
"ASID BARANGAY HEALTH STATION",,"DOH000000000024920","05","0541","MASBATE","054111","CITY OF MASBATE (Capital)","BHS",
"B. TITONG BARANGAY HEALTH STATION",,"DOH000000000024921","05","0541","MASBATE","054111","CITY OF MASBATE (Capital)","BHS",
"BAGUMBAYAN BARANGAY HEALTH STATION",,"DOH000000000024922","05","0541","MASBATE","054111","CITY OF MASBATE (Capital)","BHS",
"BANTIGUE BARANGAY HEALTH STATION",,"DOH000000000024923","05","0541","MASBATE","054111","CITY OF MASBATE (Capital)","BHS",
"BAPOR BARANGAY HEALTH STATION",,"DOH000000000024924","05","0541","MASBATE","054111","CITY OF MASBATE (Capital)","BHS",
"BATUHAN BARANGAY HEALTH STATION",,"DOH000000000024925","05","0541","MASBATE","054111","CITY OF MASBATE (Capital)","BHS",
"BAYOMBON BARANGAY HEALTH STATION",,"DOH000000000024926","05","0541","MASBATE","054111","CITY OF MASBATE (Capital)","BHS",
"BOLO BARANGAY HEALTH STATION",,"DOH000000000024927","05","0541","MASBATE","054111","CITY OF MASBATE (Capital)","BHS",
"CAGAY BARANGAY HEALTH STATION",,"DOH000000000024928","05","0541","MASBATE","054111","CITY OF MASBATE (Capital)","BHS",
"CAWAYAN EXTERIOR BARANGAY HEALTH STATION",,"DOH000000000024929","05","0541","MASBATE","054111","CITY OF MASBATE (Capital)","BHS",
"CAWAYAN INTERIOR BARANGAY HEALTH STATION",,"DOH000000000024930","05","0541","MASBATE","054111","CITY OF MASBATE (Capital)","BHS",
"CENTRO BARANGAY HEALTH STATION",,"DOH000000000024931","05","0541","MASBATE","054111","CITY OF MASBATE (Capital)","BHS",
"ESPINOSA BARANGAY HEALTH STATION",,"DOH000000000024932","05","0541","MASBATE","054111","CITY OF MASBATE (Capital)","BHS",
"F. MAGALLANES BARANGAY HEALTH STATION",,"DOH000000000024933","05","0541","MASBATE","054111","CITY OF MASBATE (Capital)","BHS",
"IBINGAY BARANGAY HEALTH STATION",,"DOH000000000024934","05","0541","MASBATE","054111","CITY OF MASBATE (Capital)","BHS",
"IGANG BARANGAY HEALTH STATION",,"DOH000000000024935","05","0541","MASBATE","054111","CITY OF MASBATE (Capital)","BHS",
"KINAMALIGAN BARANGAY HEALTH STATION",,"DOH000000000024936","05","0541","MASBATE","054111","CITY OF MASBATE (Capital)","BHS",
"MAINGARAN BARANGAY HEALTH STATION",,"DOH000000000024937","05","0541","MASBATE","054111","CITY OF MASBATE (Capital)","BHS",
"NURSERY BARANGAY HEALTH STATION",,"DOH000000000024938","05","0541","MASBATE","054111","CITY OF MASBATE (Capital)","BHS",
"PATING BARANGAY HEALTH STATION",,"DOH000000000024939","05","0541","MASBATE","054111","CITY OF MASBATE (Capital)","BHS",
"PAWA BARANGAY HEALTH STATION",,"DOH000000000024940","05","0541","MASBATE","054111","CITY OF MASBATE (Capital)","BHS",
"SINALONGAN BARANGAY HEALTH STATION",,"DOH000000000024941","05","0541","MASBATE","054111","CITY OF MASBATE (Capital)","BHS",
"TUGBO BARANGAY HEALTH STATION",,"DOH000000000024942","05","0541","MASBATE","054111","CITY OF MASBATE (Capital)","BHS",
"UBONGAN DACU BARANGAY HEALTH STATION",,"DOH000000000024943","05","0541","MASBATE","054111","CITY OF MASBATE (Capital)","BHS",
"USAB BARANGAY HEALTH STATION",,"DOH000000000024944","05","0541","MASBATE","054111","CITY OF MASBATE (Capital)","BHS",
"ALBASAN BARANGAY HEALTH STATION",,"DOH000000000024945","05","0541","MASBATE","054107","CLAVERIA","BHS",
"BOCA ENGAÃ‘O BARANGAY HEALTH CENTER",,"DOH000000000024946","05","0541","MASBATE","054107","CLAVERIA","BHS",
"BUYO BARANGAY HEALTH STATION",,"DOH000000000024947","05","0541","MASBATE","054107","CLAVERIA","BHS",
"MABITON BARANGAY HEALTH STATION",,"DOH000000000024948","05","0541","MASBATE","054107","CLAVERIA","BHS",
"MANAPAO BARANGAY HEALTH STATION",,"DOH000000000024949","05","0541","MASBATE","054107","CLAVERIA","BHS",
"NABASAGAN BARANGAY HEALTH STATION",,"DOH000000000024950","05","0541","MASBATE","054107","CLAVERIA","BHS",
"QUEZON BARANGAY HEALTH STATION",,"DOH000000000024951","05","0541","MASBATE","054107","CLAVERIA","BHS",
"SAN RAMON BARANGAY HEALTH STATION",,"DOH000000000024952","05","0541","MASBATE","054107","CLAVERIA","BHS",
"DOMOROG BARANGAY HEALTH STATION",,"DOH000000000024953","05","0541","MASBATE","054109","ESPERANZA","BHS",
"ESPERANZA MAIN HEALTH CENTER",,"DOH000000000024954","05","0541","MASBATE","054109","ESPERANZA","BHS",
"MASBARANON BARANGAY HEALTH STATION",,"DOH000000000024955","05","0541","MASBATE","054109","ESPERANZA","BHS",
"POTINGBATO BARANGAY HEALTH STATION",,"DOH000000000024956","05","0541","MASBATE","054109","ESPERANZA","BHS",
"SOROSIMBAJAN BARANGAY HEALTH STATION",,"DOH000000000024957","05","0541","MASBATE","054109","ESPERANZA","BHS",
"ALAS BARANGAY HEALTH STATION",,"DOH000000000024958","05","0541","MASBATE","054110","MANDAON","BHS",
"BATONGAN BARANGAY HEALTH STATION",,"DOH000000000024959","05","0541","MASBATE","054110","MANDAON","BHS",
"CABITAN BARANGAY HEALTH STATION",,"DOH000000000024960","05","0541","MASBATE","054110","MANDAON","BHS",
"CANOMOY BARANGAY HEALTH STATION",,"DOH000000000024961","05","0541","MASBATE","054110","MANDAON","BHS",
"LANTANGAN BARANGAY HEALTH STATION",,"DOH000000000024962","05","0541","MASBATE","054110","MANDAON","BHS",
"MAOLINGON BARANGAY HEALTH STATION",,"DOH000000000024963","05","0541","MASBATE","054110","MANDAON","BHS",
"TUMALAYTAY BARANGAY HEALTH STATION",,"DOH000000000024964","05","0541","MASBATE","054110","MANDAON","BHS",
"BACOLOD BARANGAY HEALTH STATION",,"DOH000000000024965","05","0541","MASBATE","054112","MILAGROS","BHS",
"IMELDA BARANGAY HEALTH STATION",,"DOH000000000024966","05","0541","MASBATE","054107","CLAVERIA","BHS",
"BANGAD BARANGAY HEALTH STATION",,"DOH000000000024967","05","0541","MASBATE","054112","MILAGROS","BHS",
"BARA BARANGAY HEALTH STATION",,"DOH000000000024968","05","0541","MASBATE","054112","MILAGROS","BHS",
"BONBON BARANGAY HEALTH STATION",,"DOH000000000024969","05","0541","MASBATE","054112","MILAGROS","BHS",
"CAYABON BARANGAY HEALTH STATION",,"DOH000000000024970","05","0541","MASBATE","054112","MILAGROS","BHS",
"CAPACULAN BARANGAY HEALTH STATION",,"DOH000000000024971","05","0541","MASBATE","054112","MILAGROS","BHS",
"JAMORAWON BARANGAY HEALTH STATION",,"DOH000000000024972","05","0541","MASBATE","054112","MILAGROS","BHS",
"MATAGBAC BARANGAY HEALTH STATION",,"DOH000000000024973","05","0541","MASBATE","054112","MILAGROS","BHS",
"NARANGASAN BARANGAY HEALTH STATION",,"DOH000000000024974","05","0541","MASBATE","054112","MILAGROS","BHS",
"PAMANGPANGON BARANGAY HEALTH STATION",,"DOH000000000024975","05","0541","MASBATE","054112","MILAGROS","BHS",
"PARAISO BARANGAY HEALTH STATION",,"DOH000000000024976","05","0541","MASBATE","054112","MILAGROS","BHS",
"TAWAD BARANGAY HEALTH CENTER",,"DOH000000000024978","05","0541","MASBATE","054112","MILAGROS","BHS",
"TIGBAO BARANGAY HEALTH STATION",,"DOH000000000024979","05","0541","MASBATE","054112","MILAGROS","BHS",
"TINACLIPAN BARANGAY HEALTH STATION",,"DOH000000000024980","05","0541","MASBATE","054112","MILAGROS","BHS",
"LALAGUNA BARANGAY HEALTH STATION",,"DOH000000000024981","05","0541","MASBATE","054113","MOBO","BHS",
"LOMOCLOC BARANGAY HEALTH STATION",,"DOH000000000024982","05","0541","MASBATE","054113","MOBO","BHS",
"MARINTOC BARANGAY HEALTH STATION",,"DOH000000000024983","05","0541","MASBATE","054113","MOBO","BHS",
"MOBO MAIN HEALTH CENTER",,"DOH000000000024984","05","0541","MASBATE","054113","MOBO","BHS",
"NASUNDUAN BARANGAY HEALTH STATION",,"DOH000000000024985","05","0541","MASBATE","054113","MOBO","BHS",
"PINAMALATICAN BARANGAY HEALTH STATION",,"DOH000000000024986","05","0541","MASBATE","054113","MOBO","BHS",
